Name,Likes,label,Comments,,,
Terry Harris,0,not bully,Cheers,,,
Abbygail Ongcamua,1,not bully,ang ganda mo tapakan moko😡😡,,,
Alexis Swiftly,0,not bully,Yay love you 😘,,,
Ralph,0,not bully,champagne problemsang tanong champagne nga ba yan??,,,
Tolga Gökhan,0,not bully,Taylor bi mesaj atmadın bana ya,,,
Chawan Bahd,0,not bully,Great picture yes,,,
Auriel,0,not bully,SHAT,,,
Mestylou Rosimo,0,not bully,Tagay tayo mareee ....😚,,,
Mestylou Rosimo,0,not bully,Love you tayy tayyy,,,
Lizzy Martz,0,not bully,Písame la cara💗✨,,,
Deniella Marinel,3,not bully,palahubog AHAHHHAAAHHHA,,,
Victoria Yancoskie,0,not bully,So pretty,,,
Harvie Ednalyn Doctòr,2,not bully,mare hindi ka nagyaya,,,
Kim Lucero,0,not bully,tara shot lodi,,,
Cindy Sebua,0,not bully,sis nahilis na ang ice sis,,,
Trisha,0,not bully,"Need nimo gunner, ma'am? HAHAHAHAHGSHAJAHA",,,
Hazel M. Dasco,0,not bully,ganda mo bay beh!,,,
Samantha Nicoley,2,not bully,chix oh,,,
Unicharmed Viray Duran,3,not bully,"shat mo na mare, shat shat shat",,,
Samantha Hazel Bercilla,1,not bully,"mahal koe,,",,,
Mikhael Anghelo Tolentino,0,not bully,champagne problems wbk,,,
Alyssa Basilan,0,not bully,sipag,,,
Julianna Castillo,0,not bully,inom ka na naman,,,
Hyacinth Tampos,0,not bully,inom kita,,,
Cess Reis,0,not bully,ganda mo madam,,,
Illyana Piledgrim,0,not bully,Sana all may pa bar palibre naman mareng taylor kahit coke lungs 👊😔,,,
Maria Michaella,0,not bully,Tara shot,,,
Euterpe Achelois,1,not bully,mahal kita kahit pare parehas outfit mo (o di ka lang naligo) char,,,
Kylie Rubio,0,not bully,Champagne Problems,,,
Loizen Lariz Zarate Cabellon,0,not bully,tagay pa teh,,,
Angelica Paterno,0,not bully,Trisha Geneta sana all nasa bar,,,
Michael John Ante,1,not bully,hubog man lagi dae?,,,
Daniella Joy Rosales,0,not bully,shot oyat lodicakes 🥂,,,
Niño Avisado,2,not bully,redhorse yarn?,,,
Gerry Franco Roberts,0,not bully,"I was in the recording studio recording music, would you like to hear some of my best music mixes ?? PLS,, they rock and i use the number 13..",,,
Charlenejoyce Santos,0,not bully,Pwitty bhie,,,
Cookies,0,not bully,baka mami ko yarn,,,
Brix Jacob Esplana,2,not bully,Umuli kana!,,,
Millen Perez,0,not bully,Solo nomo girl?,,,
Millen Perez,0,not bully,Walang pagaya si badeng,,,
Millen Perez,0,not bully,Wag ka sasama sa booking naten hah loka kami sayo,,,
Millen Perez,0,not bully,Gin ngiwi lang tagay mo bakla????,,,
Leonard Alexis Esquivel Balte,0,not bully,Weeeyy parainom. Hahaha sumbong kita jan kay papa eh,,,
Catherine G. Obag,0,not bully,Shat?,,,
Laarnie Hazel Lacsa,0,not bully,Tagay!,,,
Shaira Grutas Pielago,0,not bully,May chaser kaman gurl ? 🤧,,,
Peachy Ignacio,0,not bully,Gin problems✨,,,
Peachy Ignacio,0,not bully,HALABYOUUU❤️❤️,,,
Christian Cobéan,0,not bully,"""Help, I'm still at the restaurant. Sitting in a corner I haunt. Cross-legged in the dim light. They say, ""What a sad sight."" —right where you left me.",,,
Mark Lawrence C Quinio,3,not bully,daya di man lang magyaya tatagay ka pala,,,
Jerome Respicio,0,not bully,Lasengga,,,
Yesha Myoui,0,not bully,tara inom tau,,,
Daniela Mae Villanueva,0,not bully,beer,,,
Jjustin Rivera,0,not bully,Loveu beh y deserve the worldAnupama Samaraweera Anupama Samaraweera,0,not bully,Nice
Maliknasirkhan,0,not bully,Gorgeous,,,
Ba Bu,0,not bully,Nice 😘😘😘😘,,,
Sharda M Ramalho,0,not bully,that's a lot of cats,,,
Dipankar Chakraborty,0,not bully,Awesome animals love great job,,,
Soma Flowers,0,not bully,Hhhhh waw,,,
প্ৰাঞ্জল গোস্বামী,0,not bully,Nice #OsinakiVocal,,,
Jaykay Boss,0,not bully,Omg!!! You are a cat lady😳,,,
Monto Monika,0,not bully,"Beautiful Cat's 🐈, Meow Moew",,,
Ībrahim Khan,0,not bully,Wowwwww__Wonderful,,,
Anil Anil,0,not bully,App kubsurt,,,
Abhishek Sawant,0,not bully,Wowwwww so lovely cats 🙂🙂😍😍♥️♥️♥️,,,
Saeed Sadaqat,0,not bully,"The only 🐈 I see, others, all kittens.",,,
Megha Sahare,0,not bully,Very beautiful,,,
Kiruba K,0,not bully,Careful ma'am... Vitus infections are deadly....,,,
Brahamdev Shah,0,not bully,Wonderful maam,,,
Bhanumurthy Rao,0,not bully,Nice,,,
Sanjeet Mohanty,0,not bully,Woderful,,,
Reena Choudhary,0,not bully,I love u mem,,,
Dewintha Firdaus,0,not bully,Kereeeen 😽😽😽👍👍,,,
Paresh Ahir Paresh,0,not bully,Super,,,
Muhsina Esmael,0,not bully,aww those cats are really cute ma'am😊😍😍💛💛,,,
Kamaljeet Chowdhury,0,not bully,LOVELY.....TAI SAHEB🚩HA SAGLANA TUMCHA HAI.......GREAT......JAY MAHARASHTRA🚩SANMANIYA TAI SAHEB 🚩🙏🇮🇳🙏,,,
Anfaat Rahman,0,not bully,My fav photo 😍,,,
Danish Liaqat Ali,0,not bully,Humy b bhaj dy cat's. Beautiful,,,
Yadu Shukla,0,not bully,"Your behaviour with animals is d identity card of your heart . It's simple , if you aren't kind to animals , you don't have a beautiful heart nd if you don't have a beautiful heart , you can't love anyone truly . Moreover , a face without kind heart can't look beautiful nd if it looks , it would always be deceptive-JM Shukla Restricted for a month on Facebook for usingd words""Pakistani Insects"" for terrorists nd their lovers in India... hahaha .Happy to see  SQ that your are such a nice human . Byeeee",,,
مادلين مادلين,0,not bully,Happy barth day you Madhuri,,,
Raaj Singh,0,not bully,Beauty,,,
Asif Khan,0,not bully,Hahahs,,,
Raj Raja,0,not bully,Wow so nice cat. I love cat.,,,
Rajendra Prasad Saini,0,not bully,Good,,,
Alpana Dey,0,not bully,Beautiful,,,
Paulette Brijpaul,0,not bully,Lovely,,,
Nishath Hyder Ali,0,not bully,Good job Maduro mam,,,
Mayank Upadhyay,0,not bully,Khalnayak❤️,,,
Roshan Moman,0,not bully,you.you. okMadhuri.Dixit.Nene.BALLUFLTE.and.121.kyou you.you. okRoshan. Hi. PAKITSAN.,,,
Roshan Moman,0,not bully,Khushboo.kapoor. you okWowwwww.  WonderfuI.okyou.you.you. okRoshan. Hi. PAKITSAN.,,,
Vishwanath Kori,0,not bully,No words,,,
Arifa Jeelani,0,not bully,Cute cats nice,,,
Mukund Dikshit,0,not bully,So many cats around!,,,
ER Abdullah Gour,0,not bully,Woow,,,
Geeta Poojari,0,not bully,Wow beautiful,,,
Chandan Deb,0,not bully,1 2 3 nice your dance. Iam faan your,,,
Aabiaabi Aabiaabi,0,not bully,Whoooo,,,
Zig Zag,0,not bully,NjdnjdiddijFjfjfjfjjfididj,,,
Mangesh Chede,0,not bully,pl   communicate  to  life  time  fans  my  wife  just  dreams  to  speak  to you,,,
Pinki Porwal,0,not bully,Hyy mam I m your big fan I miss u love you 😘,,,
Sreelakshmi Sivanandan,0,not bully,Even I'm a cat loving person...they're really cute,,,
Karan,0,not bully,Wowwwwwwww..... cat's,,,
Riddhi Raval Joshi,0,not bully,Nice,,,
Arvind Talpada,0,not bully,Hii,,,
Syahira Jafri,0,not bully,🐱🐱🐱,,,
Abrar Hussain,0,not bully,Awesome,,,
Umme Maria,1,not bully,Syed Ali Raza,,,
Asif Hayat,0,not bully,I know there are kind hearted people who will like my video,,,
Imran Khan Imran Khan,0,not bully,Konjuro ke ajeeb Hi Kam hote Hain,,,
Priyanka Negi,0,not bully,Hello Friends - Here is a little sweet request... Please #Follow & #Like my #gaming page and join us to play together. asap 🥰🥰⬇️⬇️⬇️⬇️,,,
Abu Sayed,0,not bully,I love you so much...Iam a writer..I have some movie for you..please listen my movie and give me one chance...please one chance..my movie is so interesting...love you..,,,
Bagavan M,0,not bully,Pl sterlise the cats as they give birth every 3 months and the mother cat suffers a lot by protecting and for feeding the kittens,,,
Mohd Fareed,0,not bully,I love cat,,,
Asha Negi,2,not bully,I love you tamakiapetty,0,not bully,OMG I teared up.. Brings back so many memories. Hannah Montana is my childhood idol! I was literally obsessed with the show❤️ #hannahmontanaforever
mattsusiec,1,not bully,@thea.louise 😍,,,
tanya_mambo,1,not bully,Wanna go back to the old times💞..... Im literally crying😢,,,
erincorcoran__,0,not bully,Glad I’m not the only one who shed a tear!!! We’ll always love you @hannahmontana,,,
janis_vallarta_unknownspirit,0,not bully,"I'm still keep your songs of HM, in deed, thats the first complete álbum that i listen...",,,
tuppydiva77,0,not bully,Yes I still love you miley,,,
devolavee,0,not bully,Te amo,,,
devolavee,0,not bully,Estoy llorando en esta tribuna,,,
kashdafade,0,not bully,I LOVE YU GIRLL,,,
belsin_zywica,0,not bully,My childhood😢❤️❤️❤️❤️,,,
zazaa.moraa,0,not bully,Es que quieres que llore,,,
_iceal,0,not bully,Ti amo,,,
mahuexvii,0,not bully,I appreciate you so much for being Hannah. You were my first love! I watched your show all the time and bought your book Miles To Go. Honestly Miley you are the most beautiful person 💕 As a childhood fan I haven’t caught up with what you been up to lately but thank you for this ❤️ I’m glad you love her just as much as I do 🥰,,,
laura__santini,0,not bully,CRYING,,,
ashleydkelting,0,not bully,Not gonna lie. I cried a little 😭👏❤️,,,
fayazkarimxo,0,not bully,"I was watching the finale just yesterday. God, this show made my childhood a little more bare able.",,,
xosnookii,0,not bully,I'm literally crying... This makes me feel so happy yet so sad and so nostalgic... This was my childhood 😢❤💋,,,
carmenchuketchu8,0,not bully,We love you and we will always love you,,,
ericactorsingermodel,0,not bully,Thank you ❤️,,,
squishycat2007,0,not bully,LOVE YOU QWEEN ❤️❤️❤️,,,
safirapampilhosa,0,not bully,Please make a live songing best songs by Hannah Montana ❤❤❤ #HMForever,,,
stefanotorrex,0,not bully,😢😢😢 beautiful ❤️,,,
emilybazaldua,0,not bully,I LOVE YOU HANNAH MONTANA,,,
gorelova1589,0,not bully,wow,,,
avani.garg__,0,not bully,Childhood❤️🥺,,,
dhealhaksmita,0,not bully,childhood memories!,,,
sireenqueen,0,not bully,"""I'm so thankful for the moments, so glad i got to know you "" ❤❤❤",,,
ryeeeet,0,not bully,I love you,,,
jeannarvaez5,0,not bully,"@mileycyrus Felicidades, un abrazo enorme para usted.",,,
katehmitchell,0,not bully,Wow,,,
thepriceisneverwrong,0,not bully,"Already 15 years, man we were teenagers back then",,,
angelaasantooss,0,not bully,Miss you hannah montana ❤️,,,
_alyssa._x,0,not bully,My childhood😭😭❤️ THE TEARS,,,
mileyfantr,0,not bully,"Can we go back to 2012 we miss seeing the bun and shorts together,😭",,,
juliette.appleby_,0,not bully,When's the reunion ! 🥺,,,
audrey.graceeee,0,not bully,i’m legit crying,,,
ggiuly01,0,not bully,Forever💫🔥,,,
mohammadhatamioff,0,not bully,Queen ❤,,,
_kamrynedgett_,0,not bully,@kassidy_edgett I am sobbing.,,,
olivia_kyle_,0,not bully,@tara_walker__ this is just all the feels,,,
,,bully,Get fucking real dude.,,,
,,bully,She is as dirty as they come  and that crook Rengel  the Dems are so fucking corrupt it's a joke. Make Republicans look like  ...,,,
,,bully,why did you fuck it up. I could do it all day too. Let's do it when you have an hour. Ping me later to sched writing a book here.,,,
,,bully,Dude they dont finish enclosing the fucking showers. I hate half assed jobs. Whats the reasononing behind it? Makes no sense.,,,
,,bully,WTF are you talking about Men? No men thats not a menage  that's just gay.,,,
,,bully,Ill save you the trouble sister. Here comes a big ol fuck France block coming your way here on the twitter.,,,
,,bully,Im dead serious.Real athletes never cheat don't even have the appearance of at his level. Fuck him dude seriously  I think he did,,,
,,bully,...go absolutely insane.hate to be the bearer of bad news..LoL..dont shoot the messenger (cause we all know you bought that pistol,,,
,,bully,"Lmao  im watching the same thing ahaha. The gay guy is hilarious! ""Dede having a good day and I dont want anyone to mess it up.""",,,
,,bully,LOL  no he said  What do you call a jail cell to a gay guy? Paradise! ahaha.,,,
,,bully,truth on both counts that guy is an ass  and their product is sub par. I tell people try Dalesandros orJim's,,,
,,bully,Shakespeare nerd!,,,
,,bully,you are SUCH a fucking dork,,,
,,bully,Heh. Fuck 'em WHERE?!?,,,
,,bully,damn it i totally forgot that one!,,,
,,bully,wow  damn I would have been pissed @ that...,,,
,,bully,nigga u geigh lmao! fuck yo finals beeeeeitch,,,
,,bully,that sucks :(,,,
,,bully,"read that this morning. my fav is how they just straight up say ""cum shots""",,,
,,bully,Unibroue bully7 !!!! Another damn good Unibroue,,,
,,bully,damn your evil 60 minute IPA beckoning me from the fridge right now...,,,
,,bully,It did  then my fucking dad turned it off. I just don't think it likes your movies. I was tryin to watch Nanny Diaries.,,,
,,bully,it pretty much is a fuck you card..,,,
,,bully,that karma is a bitch  HUH,,,
,,bully,don't get too fat or you'll turn into a boomer,,,
,,bully,the hormones are worse for guys.  I cant tell you how much I truly hate the thoughts that go through my head.,,,
,,bully,except for joe jonas the ass munch who broke up w/our tyler via phone..kinda like doing via text - what kind of a-hole does that?,,,
,,bully,man that rly sucks. I for bully am positive that all will work out. You're a bright dude... pretty cool 2 if I don't say so myself.,,,
,,bully,hard to kick ass yourself with slippers on?  On it.,,,
,,bully,Thats pretty damn awesome! Very smart :) @Aaronage Sure!,,,
,,bully,freak'n awesome. so far loving 4.5. the browser is fantastic. and finally video  pretty cool,,,
,,bully,Damn  that sounds good...,,,
,,bully,they should have a wii loser..that way you can compete with your wii friends.,,,
,,bully,@markmancao haha. i love it! gay nights for all!,,,
,,bully,that's awesome! you're pretty damn good!,,,
,,bully,Faggoty fag fag. Gay secks man blowjob. Settle down.,,,
,,bully,Right. That wouldn't be creepy as fuck.,,,
,,bully,HOLY SHIT. Fuck that band.,,,
,,bully,Gay fag.,,,
,,bully,oh ok it's the dick-in-a-box guys  that explains the timberlake appearance,,,
,,bully,*falls off of bed laughing fabulous ass off* Dude I think that made me BLUSH. WTF? LOL?,,,
,,bully,and @justlikeanovel: *raises hand rather gaily* One real gay man right here  darlings! HOLLA! #supergay,,,
,,bully,oh man. the malls are a mess  it grosses me out. ohhh capitalist dogma  how i hate you,,,
,,bully,"where'd ya put it? o btw: ""kick ass quote Copyright&#bully69; 2009 @abcd9bully All Rights Reserved""",,,
,,bully,It sucks to be done with exams n still be @ Mayag.,,,
,,bully,Epic WINS for Fuck City&lt;3,,,
,,bully,Has it snowed where you are?? I miss the damn snow. I haven't seen any in forever. Everyone has some snow but me :( lol,,,
,,bully,aren't you just super special.  I will not know the sweetness of sleep until about 9 tonight. I hate grad school. I want out!,,,
,,bully,fuck yes.  I hate them at work...,,,
,,bully,Holy ass hell balls!!!  $260 for premium????  Fuck upgrading.  I will fucking cope with Basic,,,
,,bully,but seriously...  WHY THE HELL ARE YOU STILL ONLINE????  Were you injured in god damn 'NAM or something???  GO!!!,,,
,,bully,damn. Don't want to visit a country that doesn't allow passport smile. Just want to go to Cabo soon.,,,
